Y;X1;X2;X3;X4;X5;X6
1;32.150977;0.257018;0.372250;0.035192;0.083058;0.003416
1;32.046236;0.231500;0.424752;0.058676;0.104839;0.003290
1;32.112903;0.222400;0.446741;0.058201;0.110777;0.003459
1;30.755813;0.040328;0.348722;0.209332;0.064614;0.003733
1;30.912205;0.033429;0.349717;0.188381;0.055385;0.003790
1;30.994331;0.036250;0.420418;0.183261;0.057662;0.002902
1;30.950226;0.039245;0.499809;0.157631;0.055039;0.001170
0;31.037225;0.027334;0.485685;0.128366;0.059051;0.001057
0;30.993605;0.028692;0.518972;0.064435;0.061274;0.003860
1;30.295502;0.034871;0.239944;0.289724;0.101662;0.001574
0;30.411910;0.047212;0.254386;0.154498;0.089484;0.001432
0;30.417508;0.047313;0.232434;0.153355;0.114907;0.001508
1;30.418728;0.050498;0.230594;0.053555;0.099678;0.001581
0;30.421935;0.052378;0.198672;0.108043;0.051112;0.001649
0;30.545015;0.053674;0.175559;0.185994;0.079889;0.001056
0;30.025407;0.243968;0.386807;0.098032;0.331539;0.000242
0;30.333562;0.356011;0.376639;0.042945;0.316906;0.000087
0;30.388430;0.350530;0.424464;0.024866;0.325769;0.000233
0;30.473571;0.332009;0.421561;0.030565;0.341210;0.001103
1;30.588585;0.243338;0.400558;0.112805;0.285700;0.000234
0;30.622746;0.327490;0.393592;0.055613;0.321983;0.000326
0;30.839990;0.336050;0.017069;0.062044;0.000000;0.002824
0;30.965316;0.463472;0.021074;0.033102;0.000000;0.000561
0;31.092308;0.519124;0.022027;0.038148;0.000689;0.000335
0;31.234478;0.457806;0.024883;0.035921;0.000549;0.000652
0;31.610709;0.346437;0.016536;0.033702;0.001626;0.000321
1;32.002906;0.452508;0.013081;0.026437;0.001695;0.000927
0;26.825161;0.123878;0.420696;0.094294;0.125927;0.000403
0;27.077837;0.103114;0.377173;0.070845;0.179112;0.000339
1;27.213716;0.102780;0.359821;0.081763;0.229059;0.000244
0;27.510938;0.084394;0.397880;0.073649;0.285687;0.000188
0;27.681839;0.058523;0.447116;0.075637;0.186637;0.000301
0;27.646177;0.046462;0.461440;0.080719;0.192088;0.001178
1;28.361631;0.047020;0.220793;0.099099;0.255457;0.003718
0;28.536024;0.110278;0.205485;0.087236;0.259274;0.001345
0;28.729966;0.145581;0.189017;0.085917;0.229059;0.002713
0;28.865003;0.083175;0.199073;0.077310;0.216112;0.000624
0;29.159805;0.139824;0.218301;0.058882;0.209716;0.000928
0;29.438678;0.189320;0.276890;0.054413;0.195589;0.001445
0;27.634775;0.054314;0.196858;0.227259;0.102909;0.003615
1;27.888124;0.044906;0.175550;0.162501;0.091242;0.004078
0;27.909789;0.075105;0.169674;0.075365;0.081348;0.002877
0;27.938051;0.044500;0.164826;0.057562;0.065043;0.002219
1;27.913377;0.046000;0.153560;0.095968;0.083315;0.003339
0;27.983828;0.048320;0.144064;0.127934;0.052092;0.001570
0;28.705939;0.091419;0.241913;0.263122;0.017735;0.000994
0;28.708370;0.062740;0.251561;0.391626;0.024645;0.001080
0;28.858599;0.021541;0.227050;0.415803;0.027988;0.002094
0;28.989248;0.008848;0.236753;0.457885;0.025912;0.001879
0;29.211829;0.008547;0.218173;0.415673;0.020484;0.001509
0;29.322486;0.009003;0.184867;0.351378;0.018526;0.001740
1;27.887662;0.282471;0.529205;0.278465;0.154415;0.000410
1;28.227557;0.279932;0.494350;0.111618;0.132216;0.000261
0;28.339597;0.235973;0.480986;0.138303;0.116968;0.000272
0;28.430421;0.193859;0.425636;0.153397;0.082916;0.000462
0;28.313364;0.137296;0.382118;0.144368;0.088344;0.000271
0;28.242512;0.024341;0.325269;0.090443;0.121430;0.001043
0;29.747579;0.398702;0.344225;0.089663;0.180547;0.000120
0;29.904200;0.323312;0.320727;0.104381;0.149992;0.000103
0;29.962971;0.367289;0.348127;0.039777;0.106449;0.000097
0;30.059597;0.264201;0.332433;0.110223;0.155451;0.000088
0;30.189985;0.214597;0.298661;0.107463;0.164340;0.000077
0;30.333446;0.207020;0.267417;0.109344;0.122371;0.000067
0;26.986081;0.083473;0.407612;0.041186;0.234665;0.000743
0;27.405885;0.068701;0.321461;0.042425;0.241914;0.000495
0;27.819038;0.087564;0.372994;0.041542;0.186497;0.000418
0;28.067804;0.173883;0.383212;0.019817;0.159227;0.000395
0;28.206486;0.145027;0.383278;0.036943;0.138768;0.000340
0;28.271802;0.120986;0.361420;0.023241;0.142375;0.000157
0;29.035491;0.039261;0.295057;0.104024;0.187343;0.000222
0;29.107740;0.052717;0.330131;0.089193;0.199167;0.000212
0;29.147174;0.059872;0.301976;0.077958;0.177525;0.000231
0;29.151607;0.061249;0.291422;0.073456;0.180093;0.000109
0;29.167245;0.064693;0.275291;0.087901;0.179556;0.000205
0;29.218606;0.071329;0.252509;0.083113;0.151473;0.000150
1;28.073277;0.106183;0.335339;0.184377;0.272840;0.000065
0;28.169098;0.112040;0.324488;0.205932;0.234529;0.000148
0;28.194990;0.056163;0.317947;0.240167;0.245800;0.000080
0;28.428577;0.093756;0.349300;0.207786;0.252580;0.000065
0;28.444056;0.073713;0.319933;0.222727;0.246299;0.000166
0;28.524387;0.079909;0.293485;0.227307;0.268999;0.000200
0;26.719989;0.053204;0.200121;0.042168;0.447646;0.000320
0;26.765382;0.042435;0.281078;0.038011;0.458061;0.002909
0;26.865194;0.051456;0.262789;0.031402;0.392792;0.001706
0;27.076023;0.053327;0.218835;0.027008;0.388548;0.001157
0;27.298550;0.054040;0.306862;0.015417;0.368314;0.000463
0;27.204424;0.059755;0.324418;0.027115;0.405410;0.000993
0;27.863380;0.051740;0.348876;0.119196;0.206699;0.002291
0;28.013526;0.076066;0.466904;0.109245;0.225327;0.002729
1;28.253574;0.067316;0.495767;0.094345;0.225177;0.002146
1;28.364397;0.069303;0.433551;0.261503;0.183820;0.001921
0;28.412683;0.082999;0.428056;0.074166;0.225500;0.001876
0;28.490448;0.103173;0.408434;0.075843;0.178942;0.001588
1;32.343870;0.182133;0.691817;0.164875;0.005199;0.004318
0;32.482668;0.178193;0.678080;0.158576;0.003978;0.001536
1;32.585594;0.165785;0.668507;0.150005;0.003342;0.003487
0;32.744051;0.224657;0.624048;0.140318;0.003177;0.000110
0;32.821815;0.190996;0.637478;0.162418;0.003251;0.000107
0;32.921730;0.206455;0.655826;0.164754;0.003179;0.000144
1;28.051482;0.115410;0.302878;0.263122;0.217933;0.000371
1;28.188450;0.162716;0.320003;0.391626;0.206157;0.000695
0;28.354885;0.197658;0.391351;0.415803;0.219218;0.002853
0;28.522831;0.158997;0.358726;0.457885;0.247315;0.002363
0;28.579369;0.181455;0.341573;0.415673;0.250583;0.003754
0;28.670057;0.197813;0.285298;0.351378;0.220199;0.001967
0;30.240463;0.659905;0.763613;0.278465;0.000037;0.000030
1;30.374057;0.609678;0.723210;0.111618;0.000033;0.000074
0;30.480678;0.609120;0.005781;0.138303;0.000000;0.000121
1;30.695193;0.493867;0.007827;0.153397;0.000517;0.000125
1;30.564176;0.506950;0.654544;0.144368;0.000000;0.000166
0;30.562933;0.502635;0.676810;0.090443;0.000000;0.000232
0;26.626577;0.024949;0.194587;0.089663;0.312105;0.003003
1;26.887482;0.036922;0.197906;0.104381;0.290719;0.004775
0;26.980780;0.042354;0.220886;0.039777;0.321351;0.004024
0;27.082470;0.032681;0.219811;0.110223;0.340194;0.003461
0;27.184267;0.017677;0.207837;0.107463;0.293758;0.003126
0;27.023994;0.005743;0.232351;0.109344;0.348119;0.003206
0;29.051161;0.176890;0.323531;0.041186;0.088092;0.003176
0;29.137793;0.248043;0.310476;0.042425;0.060234;0.001784
1;29.330096;0.270581;0.311977;0.041542;0.054417;0.001965
0;29.618165;0.358252;0.261743;0.019817;0.064354;0.000978
0;29.750702;0.376426;0.224267;0.036943;0.062036;0.001189
0;29.745431;0.365999;0.235204;0.023241;0.032959;0.000956
0;28.819720;0.127640;0.238048;0.104024;0.496996;0.000027
0;29.325381;0.066613;0.212664;0.089193;0.324683;0.000016
0;29.326352;0.088302;0.286527;0.077958;0.435852;0.000012
0;29.429725;0.093798;0.310082;0.073456;0.341258;0.000017
0;29.461446;0.091325;0.318180;0.087901;0.393370;0.000024
0;29.499463;0.177319;0.339537;0.083113;0.372784;0.000033
0;27.812164;0.060953;0.432182;0.184377;0.097331;0.002703
0;28.628492;0.018746;0.217477;0.205932;0.048797;0.002069
0;28.704781;0.010034;0.190649;0.240167;0.064046;0.004955
0;28.815404;0.019372;0.240778;0.207786;0.056859;0.004112
0;29.105527;0.218793;0.796561;0.222727;0.039882;0.002403
1;29.252454;0.193396;0.759730;0.227307;0.040154;0.003348
0;30.911146;0.135032;0.631855;0.042168;0.085966;0.010826
1;31.058305;0.119874;0.612561;0.038011;0.085925;0.010027
0;31.167090;0.118107;0.588992;0.031402;0.081898;0.007828
0;31.272629;0.107806;0.659649;0.027008;0.063140;0.000540
0;31.420354;0.124378;0.697466;0.015417;0.060396;0.000601
0;31.524241;0.208260;0.662812;0.027115;0.075126;0.000551
0;25.579566;0.046568;0.184655;0.119196;0.267422;0.000969
0;25.684252;0.055054;0.163281;0.109245;0.264787;0.001889
0;25.672274;0.064414;0.209326;0.094345;0.219893;0.001619
0;25.619483;0.077163;0.207797;0.261503;0.168131;0.001173
0;25.815961;0.279508;0.380131;0.074166;0.262403;0.003271
0;25.805685;0.065914;0.346585;0.075843;0.218862;0.000915
1;30.174902;0.192721;0.145608;0.164875;0.060175;0.023235
0;30.074260;0.124209;0.098992;0.158576;0.078361;0.013524
0;30.174903;0.192722;0.145609;0.150005;0.081182;0.012020
1;30.457982;0.158859;0.072995;0.140318;0.072995;0.009340
0;30.552933;0.160503;0.333712;0.162418;0.059337;0.008378
0;30.721494;0.172411;0.281947;0.164754;0.052576;0.014838
0;27.789102;0.284931;0.347538;0.024754;0.006912;0.000179
0;27.877654;0.289821;0.317705;0.023158;0.011302;0.000269
1;27.867256;0.185241;0.400793;0.044257;0.009993;0.000176
0;27.718807;0.093206;0.434474;0.037812;0.009725;0.000329
0;27.609933;0.117352;0.452927;0.026626;0.007158;0.000214
0;27.589519;0.112587;0.423452;0.021809;0.006657;0.000226
1;29.444268;0.095101;0.281029;0.065758;0.263834;0.009210
1;29.763165;0.187486;0.237800;0.064557;0.278019;0.002575
1;29.917865;0.185833;0.204907;0.068367;0.343772;0.002405
1;29.858849;0.098027;0.239703;0.010944;0.334324;0.003520
0;29.887419;0.087312;0.232610;0.029643;0.241840;0.002675
0;30.105567;0.203118;0.207337;0.042851;0.211302;0.002101
0;26.626577;0.024949;0.194587;0.121210;0.300375;0.006469
1;26.887384;0.036926;0.197926;0.109343;0.290747;0.006101
0;26.980780;0.041500;0.220886;0.069978;0.321351;0.006650
1;27.076499;0.031760;0.211599;0.076474;0.338741;0.006137
0;27.184267;0.017677;0.207837;0.039414;0.296567;0.006447
0;27.023994;0.005743;0.232351;0.026055;0.348119;0.005743
1;30.150315;0.036544;0.396034;0.202923;0.100569;0.009795
1;30.336697;0.062937;0.433943;0.127227;0.053659;0.010057
1;30.551995;0.140879;0.449100;0.141280;0.068867;0.009650
1;30.699649;0.292457;0.435179;0.032339;0.078633;0.007775
1;30.818453;0.111444;0.413932;0.087274;0.086568;0.007398
0;30.854670;0.163128;0.404155;0.082397;0.080340;0.008677
0;28.982177;0.039607;0.194973;0.247041;0.040231;0.003952
0;29.208636;0.033881;0.026209;0.055018;0.026209;0.001705
0;29.340074;0.033623;0.281806;0.041142;0.028644;0.001112
0;29.501249;0.157555;0.345167;-0.017827;0.019069;0.001503
0;29.592078;0.237114;0.335289;0.017392;0.015744;0.002392
0;29.674109;0.208147;0.308488;0.081721;0.015650;0.001091
0;22.086333;0.276504;0.436037;0.234191;0.000626;0.000189
1;22.143914;0.175391;0.463745;0.202377;0.003525;0.001938
1;22.461900;0.376996;0.562450;0.124970;0.011004;0.001994
1;22.594302;0.431853;0.547739;0.062010;0.006690;0.001557
1;22.645198;0.416817;0.525287;0.045153;0.009554;0.001252
0;22.562724;0.419434;0.271155;0.023483;0.009665;0.001150
1;29.084627;0.244186;0.504060;0.057964;0.252513;0.000099
1;29.352113;0.187373;0.545139;0.068604;0.260907;0.000360
0;29.793642;0.576574;0.461601;0.072193;0.156782;0.000377
0;30.011147;0.560991;0.562812;0.071059;0.173344;0.000386
0;30.174682;0.537694;0.548270;0.062677;0.155850;0.000370
0;30.413501;0.482483;0.458301;0.057033;0.223186;0.000304
0;28.027729;0.009435;0.151189;0.114156;0.145150;0.001082
0;28.197489;0.006276;0.144375;0.059569;0.169932;0.000533
0;28.135431;0.012093;0.178380;0.083103;0.165536;0.000599
0;28.203776;0.017852;0.179336;0.089739;0.165512;0.000490
0;28.527083;0.014023;0.131643;0.139021;0.145156;0.000414
0;29.020870;0.009910;0.420340;0.067193;0.120227;0.000175
0;16.940302;0.040328;0.348722;0.209332;0.064614;0.000631
1;17.096694;0.033429;0.349717;0.188381;0.055385;0.000934
1;17.178820;0.036250;0.420418;0.183261;0.057662;0.000713
0;17.134715;0.039245;0.499809;0.157631;0.055039;0.001085
0;17.221715;0.027334;0.485685;0.128366;0.059051;0.000733
0;17.178094;0.028692;0.518972;0.064435;0.061274;0.000540
0;25.608178;0.030035;0.176475;0.033594;0.091171;0.001450
0;25.634115;0.025984;0.299359;0.076106;0.042610;0.001939
0;25.718827;0.030909;0.341037;0.074832;0.151681;0.002565
0;25.856391;0.026012;0.285960;0.100036;0.092180;0.002466
0;26.319283;0.022665;0.477216;0.037085;0.099116;0.001628
0;26.439597;0.022651;0.447413;0.072674;0.080275;0.001582
1;16.314363;0.180267;0.787999;0.111007;0.056464;0.001610
0;16.516685;0.322865;0.830177;0.063925;0.033360;0.002251
0;16.660379;0.168713;0.842955;0.035999;0.036563;0.002438
1;16.670306;0.282903;0.830533;0.011484;0.031856;0.001016
0;16.799329;0.323389;0.840359;-0.008705;0.028148;0.001019
0;16.792386;0.358937;0.815217;-0.035180;0.044876;0.000718
0;18.731356;0.406908;0.469922;0.054162;0.001043;0.001032
0;18.661578;0.341430;0.359714;0.058870;0.000994;0.001891
0;18.692877;0.165767;0.348630;0.066970;0.000139;0.002362
0;18.835231;0.304840;0.265765;0.060978;0.048356;0.002748
0;18.793791;0.214807;0.460239;0.053205;0.026612;0.000801
0;18.829459;0.057157;0.405416;0.091654;0.048687;0.000736
0;16.209896;0.243968;0.370824;0.098032;0.331539;0.000780
1;16.519265;0.361456;0.352989;0.042893;0.316522;0.001033
0;16.572920;0.359349;0.403684;0.024866;0.325769;0.000768
0;16.658061;0.332009;0.396806;0.030565;0.341210;0.000677
1;16.773075;0.243338;0.390218;0.112805;0.285700;0.001297
0;16.864256;0.309339;0.395755;0.052531;0.304137;0.000964
0;26.795151;0.043956;0.070182;0.196942;0.231938;0.001188
0;26.944666;0.074792;0.120064;0.128646;0.261590;0.001506
0;27.128768;0.077792;0.167898;0.080495;0.252267;0.001259
0;27.183687;0.079829;0.176677;0.071979;0.230476;0.001341
0;27.253871;0.091390;0.175549;0.061745;0.228148;0.001183
0;27.248205;0.111189;0.143089;0.013613;0.247131;0.001262
0;27.111182;0.095060;0.286682;0.018731;0.415315;0.000115
0;27.155414;0.092961;0.260656;0.024842;0.417740;0.000114
0;27.163617;0.191555;0.222079;0.025894;0.390460;0.000184
0;27.129796;0.126360;0.218448;0.024721;0.402722;0.000213
0;27.182492;0.120142;0.202105;0.021538;0.386933;0.000117
0;27.302849;0.162103;0.171095;0.023359;0.351470;0.000136
1;27.566333;0.058541;0.638522;0.169289;0.055573;0.000857
1;27.757869;0.048425;0.621681;0.209380;0.049461;0.003084
0;27.861478;0.024835;0.584673;0.207796;0.046204;0.003194
0;27.989240;0.025995;0.618399;0.049770;0.058701;0.002146
0;28.064890;0.076786;0.556434;0.059211;0.109036;0.001677
0;28.101866;0.072935;0.520627;0.076301;0.093797;0.001764
0;26.534009;0.053111;0.561937;0.012591;0.130775;0.000480
0;26.438959;0.055764;0.566153;0.006198;0.110646;0.000172
0;26.333201;0.061431;0.607657;0.035246;0.128555;0.000143
0;26.455378;0.059049;0.554433;0.006008;0.097497;0.000294
0;26.474150;0.064850;0.737074;0.079847;0.076764;0.000240
0;26.711472;0.245488;0.654963;-0.003334;0.135248;0.000264
